"Métier","JobID","Nom","ItemID","Niveau_Item","Niveau_Craft","XP","Rareté","Ingrédients"
"Bijoutier","78","Clochette du Meulou","12767","90","56","10800","3","ID:22481 x2 | ID:13189 x14 | ID:5518 x1 | ID:21118 x13 | ID:27093 x3"
"Bijoutier","78","Scaranneau Ebène","25534","90","56","3600","2","ID:27093 x3 | ID:26441 x2 | ID:26442 x2 | ID:26440 x14 | ID:21118 x13 | ID:11491 x10"
"Bijoutier","78","Bracelet Slek","21330","91","57","1800","2","ID:11491 x11 | ID:21230 x1 | ID:27093 x1 | ID:21118 x7"
"Bijoutier","78","Collier de Dents","25463","91","57","1800","2","ID:21081 x5 | ID:21118 x7 | ID:25462 x1 | ID:27093 x1"
"Bijoutier","78","Scaranneau","25505","91","57","1800","2","ID:21118 x7 | ID:11491 x11 | ID:25504 x1 | ID:27093 x1"
"Bijoutier","78","Doigts de Fée","19497","93","58","5400","3","ID:27093 x3 | ID:21662 x3 | ID:21118 x14 | ID:19487 x8 | ID:19488 x1 | ID:23384 x1 | ID:19500 x1"
"Bijoutier","78","Scaranneau Ebène","25535","93","58","5400","3","ID:26440 x8 | ID:21118 x14 | ID:11491 x6 | ID:26441 x1 | ID:25534 x1 | ID:26442 x1 | ID:27093 x3"
"Bijoutier","78","Bracelet enchaîné","21246","92","58","10800","3","ID:21617 x2 | ID:21606 x14 | ID:21118 x13 | ID:21081 x7 | ID:21267 x2 | ID:27093 x3"
"Bijoutier","78","Scaramulette Ebène","25532","92","58","3600","2","ID:26441 x2 | ID:26442 x2 | ID:26440 x14 | ID:21118 x13 | ID:27093 x3 | ID:21081 x7"
"Bijoutier","78","Sautoir en Coquillage","16798","92","58","10800","3","ID:13189 x14 | ID:16785 x2 | ID:16797 x2 | ID:16784 x14 | ID:21118 x13 | ID:27093 x3"
"Bijoutier","78","Amulos Impérial","25489","93","58","5400","3","ID:21118 x14 | ID:26434 x8 | ID:11491 x8 | ID:26435 x1 | ID:25488 x1 | ID:26436 x1 | ID:27093 x3"
"Bijoutier","78","Amulette de l'Apprenti","17141","93","58","5400","3","ID:12815 x1 | ID:27093 x3 | ID:12813 x8 | ID:21118 x14 | ID:23445 x1 | ID:21629 x3 | ID:12873 x1"
"Bijoutier","78","L'Amuslek","21338","93","58","5400","3","ID:27093 x3 | ID:21267 x1 | ID:21234 x1 | ID:21617 x1 | ID:11491 x8 | ID:21118 x14 | ID:21606 x8"
"Bijoutier","78","Anneau de Sable","16789","93","58","5400","3","ID:27093 x3 | ID:16784 x8 | ID:13189 x6 | ID:21118 x14 | ID:16785 x1 | ID:23417 x1 | ID:16797 x1"
"Bijoutier","78","Menotte de Kiki","23388","92","58","5400","3","ID:19487 x8 | ID:21629 x3 | ID:27093 x3 | ID:21118 x14 | ID:19488 x1 | ID:19503 x1 | ID:19500 x1"
"Bijoutier","78","Amulapat","23358","92","58","1800","2","ID:21081 x5 | ID:21118 x7 | ID:23359 x1 | ID:27093 x1"
"Bijoutier","78","Rose des Sables","23421","92","58","5400","3","ID:27093 x3 | ID:16784 x8 | ID:21081 x3 | ID:21118 x14 | ID:16796 x1 | ID:16797 x1 | ID:16785 x1"
"Bijoutier","78","Bracelet Vampyrique","12891","92","58","10800","3","ID:21630 x7 | ID:12815 x2 | ID:12873 x2 | ID:12813 x14 | ID:21118 x13 | ID:27093 x3"
"Bijoutier","78","Anneau Ombrage","23366","94","59","5400","3","ID:11491 x6 | ID:12813 x8 | ID:27093 x3 | ID:12815 x1 | ID:13547 x1 | ID:12873 x1 | ID:21118 x14"
"Bijoutier","78","Fétiche en Or","25528","94","59","5400","3","ID:26441 x1 | ID:25527 x1 | ID:26442 x1 | ID:26440 x8 | ID:21118 x14 | ID:11491 x8 | ID:27093 x3"
"Bijoutier","78","Scaramulette Dorée","25524","94","59","5400","3","ID:26441 x1 | ID:25523 x1 | ID:26442 x1 | ID:26440 x8 | ID:21662 x3 | ID:21118 x14 | ID:27093 x3"
"Bijoutier","78","Amulos Royale","25480","95","59","5400","3","ID:26435 x1 | ID:25479 x1 | ID:26436 x1 | ID:21118 x14 | ID:26434 x8 | ID:11491 x8 | ID:27093 x3"
"Bijoutier","78","Anneau Sacré","12598","94","59","5400","3","ID:12594 x8 | ID:11491 x6 | ID:21118 x14 | ID:27093 x3 | ID:12595 x1 | ID:12615 x1 | ID:23342 x1"
"Bijoutier","78","Scaranneau","25506","94","59","5400","3","ID:26440 x8 | ID:21081 x3 | ID:26441 x1 | ID:25505 x1 | ID:26442 x1 | ID:27093 x3 | ID:21118 x14"
"Bijoutier","78","Collier de Dents","25464","94","59","5400","3","ID:26435 x1 | ID:25463 x1 | ID:26436 x1 | ID:21662 x3 | ID:27093 x3 | ID:21118 x14 | ID:26434 x8"
"Bijoutier","78","Bracelet Slek","21334","94","59","5400","3","ID:27093 x3 | ID:21081 x3 | ID:21118 x14 | ID:21606 x8 | ID:21267 x1 | ID:21617 x1 | ID:21330 x1"
"Bijoutier","78","Croix de Fer","23350","95","60","5400","3","ID:12594 x8 | ID:11491 x8 | ID:21118 x14 | ID:27093 x3 | ID:12595 x1 | ID:12620 x1 | ID:12615 x1"
"Bijoutier","78","Amulette Ombragée","12890","95","60","10800","3","ID:27093 x3 | ID:12873 x2 | ID:12813 x14 | ID:21118 x13 | ID:21081 x7 | ID:12815 x2"
"Bijoutier","78","Clochette du Meulou","23851","95","60","16200","4","ID:12767 x1 | ID:27093 x7 | ID:21629 x11 | ID:21118 x19 | ID:5518 x2 | ID:22481 x3"
"Bijoutier","78","Gants du Gladiatrool","29907","95","60","5400","4","ID:27093 x3 | ID:23334 x3 | ID:23335 x3 | ID:29906 x1 | ID:23333 x8 | ID:21081 x10 | ID:21118 x26"
"Bijoutier","78","Serre-Cou du Gladiatrool","29915","95","60","5400","4","ID:27093 x3 | ID:23334 x3 | ID:23335 x3 | ID:29914 x1 | ID:23333 x8 | ID:21118 x26 | ID:21081 x10"
"Bijoutier","78","Chevalière du Meulou","23850","95","60","16200","4","ID:27093 x7 | ID:22481 x3 | ID:5518 x2 | ID:21118 x19 | ID:21081 x11 | ID:12768 x1"
"Bijoutier","78","Anneau de l'Apprenti","17189","95","60","10800","3","ID:13189 x10 | ID:27093 x3 | ID:21118 x13 | ID:12595 x2 | ID:12615 x2 | ID:12594 x14"
"Bijoutier","78","Scaramulette Ebène","25533","95","60","5400","3","ID:26441 x1 | ID:25532 x1 | ID:26442 x1 | ID:27093 x3 | ID:26440 x8 | ID:21118 x14 | ID:11491 x8"
"Bijoutier","78","Anneau Slek","21337","95","60","5400","3","ID:21267 x1 | ID:21662 x3 | ID:21118 x14 | ID:21233 x1 | ID:21617 x1 | ID:21606 x8 | ID:27093 x3"
"Bijoutier","78","Anneau Mort","23363","95","60","5400","3","ID:21118 x14 | ID:12813 x8 | ID:27093 x3 | ID:12815 x1 | ID:12861 x1 | ID:12873 x1 | ID:21629 x8"
"Bijoutier","78","Gemme Solide","21082","110","60","450","1","ID:13182 x5 | ID:13180 x5"
"Bijoutier","78","Amulapat","13138","95","60","5400","3","ID:11491 x8 | ID:21118 x14 | ID:12813 x8 | ID:27093 x3 | ID:12815 x1 | ID:23358 x1 | ID:12873 x1"
"Bijoutier","78","Bague d'El Pochito","23404","95","60","5400","3","ID:21081 x3 | ID:21118 x14 | ID:27093 x3 | ID:23334 x1 | ID:16896 x1 | ID:23335 x1 | ID:23333 x8"
"Bijoutier","78","Crocs de Milkar","23843","95","60","16200","4","ID:14135 x1 | ID:21118 x19 | ID:21081 x11 | ID:5518 x2 | ID:22481 x3 | ID:27093 x7"
"Bijoutier","78","Sceau du Maitre Bijoutier","14696","95","60","4050","4","ID:9782 x4 | ID:9785 x28 | ID:12831 x1 | ID:17788 x1 | ID:14363 x1"
"Bijoutier","78","Anneau du Marchand Impérial","14633","95","63","16200","4","ID:14696 x1 | ID:25351 x6 | ID:9509 x11 | ID:12602 x2 | ID:2036 x24 | ID:2022 x7 | ID:12454 x1"
"Bijoutier","78","Amulette du Mage Impérial","14632","95","63","16200","4","ID:14696 x1 | ID:2035 x24 | ID:2021 x7 | ID:25137 x6 | ID:12357 x2 | ID:12461 x1 | ID:23358 x1"
"Bijoutier","78","Le Dhyn","25590","104","66","3600","2","ID:26447 x2 | ID:26446 x16 | ID:21119 x5 | ID:21630 x4 | ID:27093 x1"
"Bijoutier","78","Anneau Chuchotis","22992","104","66","3600","2","ID:14359 x2 | ID:14357 x16 | ID:21119 x5 | ID:21663 x4 | ID:27093 x1"
"Bijoutier","78","Anneau Glagla","26517","104","66","1800","2","ID:21663 x6 | ID:26516 x1 | ID:21119 x8 | ID:27093 x1"
"Bijoutier","78","Amulette Gelée Citron","23306","105","66","1800","2","ID:21082 x6 | ID:21119 x8 | ID:23307 x1 | ID:27093 x1"
"Bijoutier","78","Anneau Chuchoté","23262","105","66","3600","2","ID:13195 x5 | ID:14359 x2 | ID:14357 x16 | ID:21119 x5 | ID:27093 x1"
"Bijoutier","78","Anneau en Gelée","23323","105","66","3600","2","ID:22589 x2 | ID:9719 x16 | ID:21119 x5 | ID:21082 x4 | ID:27093 x1"
"Bijoutier","78","L'Amulmette","16025","108","68","5400","3","ID:23233 x1 | ID:23276 x1 | ID:15849 x1 | ID:27093 x4 | ID:21082 x4 | ID:15848 x9 | ID:21119 x15"
"Bijoutier","78","Glaglamulette","26549","107","68","10800","3","ID:21119 x14 | ID:21082 x8 | ID:27093 x5 | ID:15846 x16 | ID:23331 x2 | ID:15847 x2"
"Bijoutier","78","Anneau Chuchotis","14440","107","68","5400","3","ID:27093 x4 | ID:21082 x4 | ID:21119 x15 | ID:14357 x9 | ID:14359 x1 | ID:14436 x1 | ID:22992 x1"
"Bijoutier","78","Anneau en Gelée Royale","23324","107","68","3600","2","ID:22589 x2 | ID:9719 x16 | ID:21119 x5 | ID:21630 x4 | ID:27093 x1"
"Bijoutier","78","Anneau Glagla","26518","107","68","5400","3","ID:26517 x1 | ID:21082 x4 | ID:21119 x15 | ID:15846 x9 | ID:27093 x4 | ID:23331 x1 | ID:15847 x1"
"Bijoutier","78","Anneau Chuchoté","14363","108","68","5400","3","ID:27093 x4 | ID:14359 x1 | ID:14436 x1 | ID:23262 x1 | ID:21630 x4 | ID:21119 x15 | ID:14357 x9"
"Bijoutier","78","Amulette Gelée Citron","16762","108","68","5400","3","ID:27093 x4 | ID:9738 x9 | ID:22589 x1 | ID:9722 x1 | ID:23306 x1 | ID:21082 x4 | ID:21119 x15"
"Bijoutier","78","Amulette Gonflée","23302","108","68","5400","3","ID:27093 x4 | ID:16811 x1 | ID:16823 x1 | ID:16828 x1 | ID:16810 x9 | ID:21630 x4 | ID:21119 x15"
"Bijoutier","78","Anneau en Gelée","16758","108","68","5400","3","ID:27093 x4 | ID:21119 x15 | ID:9720 x9 | ID:22589 x1 | ID:9722 x1 | ID:23323 x1 | ID:21663 x4"
"Bijoutier","78","Amulette Lassell","25584","108","68","5400","3","ID:26446 x9 | ID:21082 x4 | ID:21119 x15 | ID:26447 x1 | ID:25583 x1 | ID:26448 x1 | ID:27093 x4"
"Bijoutier","78","Le Dhyn","25591","107","68","5400","3","ID:21119 x15 | ID:26447 x1 | ID:25590 x1 | ID:26448 x1 | ID:27093 x4 | ID:13191 x6 | ID:26446 x9"
"Bijoutier","78","Dragolyre","25592","108","68","10800","3","ID:26447 x2 | ID:26448 x2 | ID:26446 x16 | ID:21119 x14 | ID:21663 x4 | ID:27093 x5"
"Bijoutier","78","Amulette chuchotée","14362","107","68","3600","2","ID:14359 x2 | ID:14357 x16 | ID:21119 x5 | ID:21082 x4 | ID:27093 x1"
"Bijoutier","78","Poing de Pierre","14426","107","68","1800","2","ID:23252 x1 | ID:27093 x1 | ID:21119 x8 | ID:13195 x6"
"Bijoutier","78","Crollier Wawa","16114","109","69","10800","3","ID:23233 x2 | ID:15849 x2 | ID:15848 x16 | ID:21119 x14 | ID:27093 x5 | ID:21663 x4"
"Bijoutier","78","Poing de Pierre","23251","110","70","5400","3","ID:14421 x9 | ID:21082 x4 | ID:21119 x15 | ID:27093 x4 | ID:14425 x1 | ID:23327 x1 | ID:14426 x1"
"Bijoutier","78","Amulette du Rempart","14431","110","70","5400","3","ID:14421 x9 | ID:21630 x4 | ID:21119 x15 | ID:27093 x4 | ID:14425 x1 | ID:23327 x1 | ID:23255 x1"
"Bijoutier","78","Gemme Durable","21083","125","70","450","1","ID:18126 x5 | ID:5474 x5"
"Bijoutier","78","L'Hernu","24453","110","70","5400","3","ID:24705 x1 | ID:24452 x1 | ID:21082 x4 | ID:24706 x9 | ID:21119 x15 | ID:27093 x4"
"Bijoutier","78","Anneau en Gelée Royale","16771","110","70","5400","3","ID:13191 x6 | ID:21119 x15 | ID:9719 x9 | ID:27093 x4 | ID:22589 x1 | ID:9722 x1 | ID:23324 x1"
"Bijoutier","78","Halo de Magmog","14125","110","70","16200","4","ID:27093 x10 | ID:22482 x3 | ID:14126 x2 | ID:21119 x22 | ID:21082 x13 | ID:23188 x1"
"Bijoutier","78","Anneau du Corbeau Noir","23179","110","70","16200","4","ID:27093 x10 | ID:22482 x3 | ID:12483 x2 | ID:21119 x22 | ID:13195 x19 | ID:8248 x1"
"Bijoutier","78","Anneau de Lady Glagla","26537","110","70","5400","3","ID:26536 x1 | ID:27093 x4 | ID:13191 x6 | ID:21119 x15 | ID:15846 x9 | ID:15847 x1 | ID:23331 x1"
"Bijoutier","78","Baguapulte","23256","110","70","5400","3","ID:14425 x1 | ID:14482 x1 | ID:23327 x1 | ID:21082 x4 | ID:27093 x4 | ID:14421 x9 | ID:21119 x15"
"Bijoutier","78","Baguamouth","23277","110","70","5400","3","ID:21082 x4 | ID:21119 x15 | ID:15848 x9 | ID:27093 x4 | ID:23233 x1 | ID:15849 x1 | ID:16028 x1"
"Bijoutier","78","Amulette chuchotée","23263","110","70","5400","3","ID:21119 x15 | ID:14357 x9 | ID:27093 x4 | ID:14359 x1 | ID:14362 x1 | ID:14436 x1 | ID:13195 x8"
"Bijoutier","78","Le Bananier","24470","110","70","5400","3","ID:24705 x1 | ID:24469 x1 | ID:13191 x8 | ID:24706 x9 | ID:21119 x15 | ID:27093 x4"
"Bijoutier","78","Amulacarpett","25670","119","76","1800","2","ID:21083 x6 | ID:21120 x9 | ID:25669 x1 | ID:27093 x1 | ID:13197 x15"
"Bijoutier","78","Amulette d'os Forgelée","15966","119","76","1800","2","ID:27093 x1 | ID:21083 x6 | ID:21120 x9 | ID:23040 x1 | ID:13197 x15"
"Bijoutier","78","Mékanneau","16059","120","76","1800","2","ID:21083 x6 | ID:23169 x11 | ID:21120 x9 | ID:23089 x1 | ID:27093 x1"
"Bijoutier","78","Amulette Flaqueuse","25604","120","76","1800","2","ID:13197 x15 | ID:21083 x6 | ID:21120 x9 | ID:25603 x1 | ID:27093 x1"
"Bijoutier","78","Col en Ivoire","25718","120","76","3600","2","ID:23169 x7 | ID:26459 x2 | ID:26458 x17 | ID:21120 x5 | ID:21083 x4 | ID:27093 x2"
"Bijoutier","78","Cactaccroche","23113","119","76","1800","2","ID:23169 x15 | ID:21664 x6 | ID:21120 x9 | ID:23114 x1 | ID:27093 x1"
"Bijoutier","78","Anneau de l'Initié","23106","120","76","3600","2","ID:23169 x5 | ID:23150 x2 | ID:15835 x17 | ID:21120 x5 | ID:21083 x4 | ID:27093 x2"
"Bijoutier","78","Anneau d'os Forgelé","15960","121","77","1800","2","ID:23043 x1 | ID:21083 x6 | ID:13197 x11 | ID:21120 x9 | ID:27093 x1"
"Bijoutier","78","Anneau Frage","25686","124","77","5400","3","ID:26458 x9 | ID:21083 x4 | ID:13197 x6 | ID:21120 x16 | ID:26459 x1 | ID:26460 x1 | ID:25685 x1 | ID:27093 x5"
"Bijoutier","78","Anneau Frage","25685","121","77","1800","2","ID:21083 x6 | ID:13197 x11 | ID:21120 x9 | ID:25684 x1 | ID:27093 x1"
"Bijoutier","78","Mékanneau","23088","123","78","5400","3","ID:27093 x5 | ID:23169 x6 | ID:15835 x9 | ID:21083 x4 | ID:21120 x16 | ID:23150 x1 | ID:15837 x1 | ID:16059 x1"
"Bijoutier","78","Amulacarpett","25671","122","78","5400","3","ID:26459 x1 | ID:26460 x1 | ID:25670 x1 | ID:13197 x8 | ID:26458 x9 | ID:21664 x4 | ID:21120 x16 | ID:27093 x5"
"Bijoutier","78","Anneau Pichon","25682","123","78","5400","3","ID:26459 x1 | ID:26460 x1 | ID:25681 x1 | ID:26458 x9 | ID:13197 x6 | ID:21120 x16 | ID:21631 x4 | ID:27093 x5"
"Bijoutier","78","Anneau Nécroforgé","23059","123","78","5400","3","ID:13197 x6 | ID:27093 x5 | ID:15827 x9 | ID:21664 x4 | ID:16106 x1 | ID:15829 x1 | ID:21120 x16 | ID:16044 x1"
"Bijoutier","78","Col en Ivoire","25719","123","78","5400","3","ID:26459 x1 | ID:26460 x1 | ID:25718 x1 | ID:13197 x8 | ID:26458 x9 | ID:21664 x4 | ID:21120 x16 | ID:27093 x5"
"Bijoutier","78","Amulette Polaire","15965","122","78","5400","3","ID:27093 x5 | ID:13197 x8 | ID:15843 x9 | ID:21664 x4 | ID:21120 x16 | ID:15862 x1 | ID:15844 x1 | ID:23011 x1"
"Bijoutier","78","Amulette d'os Forgelée","23039","122","78","5400","3","ID:21631 x4 | ID:27093 x5 | ID:13197 x8 | ID:15827 x9 | ID:21120 x16 | ID:16106 x1 | ID:15829 x1 | ID:15966 x1"
"Bijoutier","78","La Smare Motte","21482","123","78","5400","3","ID:20998 x1 | ID:21083 x4 | ID:13197 x8 | ID:20986 x1 | ID:20999 x1 | ID:21120 x16 | ID:20997 x9 | ID:27093 x5"
"Bijoutier","78","Anneau Flaqueux","25608","122","78","1800","2","ID:25607 x1 | ID:21083 x6 | ID:13197 x11 | ID:21120 x9 | ID:27093 x1"
"Bijoutier","78","Amulette de l'Initié","17137","122","78","10800","3","ID:27093 x7 | ID:23169 x14 | ID:18142 x2 | ID:18143 x2 | ID:21120 x15 | ID:21083 x9 | ID:18141 x17"
"Bijoutier","78","Sautoir à l'eau de mer","16120","123","78","10800","3","ID:27093 x7 | ID:13197 x14 | ID:16106 x2 | ID:15829 x2 | ID:15827 x17 | ID:21120 x15 | ID:21083 x9"
"Bijoutier","78","Anneau de l'Initié","17185","123","78","5400","3","ID:27093 x5 | ID:23169 x6 | ID:21664 x4 | ID:23150 x1 | ID:15837 x1 | ID:23106 x1 | ID:15835 x9 | ID:21120 x16"
"Bijoutier","78","Amulette Flaqueuse","25605","123","78","5400","3","ID:13197 x8 | ID:26453 x1 | ID:25604 x1 | ID:21083 x4 | ID:21120 x16 | ID:26454 x1 | ID:26452 x9 | ID:27093 x5"
"Bijoutier","78","Cactaccroche","18151","122","78","5400","3","ID:27093 x5 | ID:23169 x8 | ID:21083 x4 | ID:21120 x16 | ID:18141 x9 | ID:18142 x1 | ID:18143 x1 | ID:23113 x1"
"Bijoutier","78","Anneau Smarillion","21485","123","78","5400","3","ID:21083 x4 | ID:13197 x6 | ID:21120 x16 | ID:20997 x9 | ID:27093 x5 | ID:20998 x1 | ID:20982 x1 | ID:20999 x1"
"Bijoutier","78","Anneau d'os Forgelé","23042","124","79","5400","3","ID:16106 x1 | ID:15829 x1 | ID:15960 x1 | ID:15827 x9 | ID:27093 x5 | ID:21664 x4 | ID:13197 x6 | ID:21120 x16"
"Bijoutier","78","Amulette Outmouyé","25692","124","79","5400","3","ID:26459 x1 | ID:26460 x1 | ID:25691 x1 | ID:13197 x8 | ID:26458 x9 | ID:21083 x4 | ID:21120 x16 | ID:27093 x5"
"Bijoutier","78","Anneau Crakmitaine","16040","124","79","5400","3","ID:15862 x1 | ID:15844 x1 | ID:23017 x1 | ID:15843 x9 | ID:13197 x6 | ID:21120 x16 | ID:21631 x4 | ID:27093 x5"
"Bijoutier","78","Col Noir","25705","124","79","5400","3","ID:26459 x1 | ID:26460 x1 | ID:25704 x1 | ID:13197 x8 | ID:26458 x9 | ID:27093 x5 | ID:21083 x4 | ID:21120 x16"
"Bijoutier","78","Boulon","16149","124","79","10800","3","ID:23169 x10 | ID:23150 x2 | ID:15837 x2 | ID:15835 x17 | ID:21120 x15 | ID:21083 x9 | ID:27093 x7"
"Bijoutier","78","Anneau Flaqueux","25610","125","80","16200","4","ID:25609 x1 | ID:26454 x3 | ID:13197 x19 | ID:21120 x25 | ID:26453 x3 | ID:26452 x28 | ID:27093 x14 | ID:21083 x14"
"Bijoutier","78","Anneaucœur de Glace","16084","125","80","10800","3","ID:27093 x7 | ID:13197 x10 | ID:15862 x2 | ID:15844 x2 | ID:15843 x17 | ID:21120 x15 | ID:21083 x9"
"Bijoutier","78","Flakanneau Impérial","25660","125","80","16200","4","ID:27093 x14 | ID:25659 x1 | ID:26454 x3 | ID:13197 x19 | ID:21120 x25 | ID:26453 x3 | ID:26452 x28 | ID:21664 x14"
"Bijoutier","78","Amulette Flaqueuse","25606","125","80","16200","4","ID:25605 x1 | ID:21120 x25 | ID:26453 x3 | ID:26454 x3 | ID:26452 x28 | ID:13197 x27 | ID:27093 x14 | ID:21083 x14"
"Bijoutier","78","Anneau Frage","25687","125","80","16200","4","ID:25686 x1 | ID:27093 x14 | ID:26460 x3 | ID:21120 x25 | ID:26458 x28 | ID:26459 x3 | ID:13197 x19 | ID:21083 x14"
"Bijoutier","78","Poigne piquante","18173","125","80","5400","3","ID:18142 x1 | ID:18143 x1 | ID:23129 x1 | ID:23169 x6 | ID:21120 x16 | ID:18141 x9 | ID:21631 x4 | ID:27093 x5"
"Bijoutier","78","Anneau Pichon","25683","125","80","16200","4","ID:25682 x1 | ID:26459 x3 | ID:13197 x19 | ID:26460 x3 | ID:21120 x25 | ID:26458 x28 | ID:27093 x14 | ID:21083 x14"
"Bijoutier","78","Col en Ivoire","25720","125","80","16200","4","ID:25719 x1 | ID:27093 x14 | ID:13197 x27 | ID:26460 x3 | ID:21120 x25 | ID:26459 x3 | ID:26458 x28 | ID:21083 x14"
"Bijoutier","78","Anneau Smare Impérial","21491","125","80","16200","4","ID:27093 x14 | ID:21664 x14 | ID:20970 x1 | ID:21120 x25 | ID:20998 x3 | ID:20997 x28 | ID:20999 x3 | ID:13197 x19"
"Bijoutier","78","Amuflake Royale","25638","125","80","16200","4","ID:25637 x1 | ID:13197 x27 | ID:21120 x25 | ID:26453 x3 | ID:26454 x3 | ID:26452 x28 | ID:27093 x14 | ID:21083 x14"
"Bijoutier","78","Alliance Smare Impérial","21512","125","80","16200","4","ID:21120 x25 | ID:20969 x1 | ID:20998 x3 | ID:20997 x28 | ID:20999 x3 | ID:27093 x14 | ID:13197 x19 | ID:21083 x14"
"Bijoutier","78","Anneau Smarillion","21504","125","80","16200","4","ID:21120 x25 | ID:20997 x28 | ID:20999 x3 | ID:27093 x14 | ID:21083 x14 | ID:21485 x1 | ID:13197 x19 | ID:20998 x3"
"Bijoutier","78","Amulette Outmouyé","25693","125","80","16200","4","ID:25692 x1 | ID:13197 x27 | ID:26460 x3 | ID:26459 x3 | ID:26458 x28 | ID:21120 x25 | ID:27093 x14 | ID:21631 x14"
"Bijoutier","78","Amulacarpett","25672","125","80","16200","4","ID:25671 x1 | ID:27093 x14 | ID:13197 x27 | ID:26460 x3 | ID:21120 x25 | ID:26458 x28 | ID:26459 x3 | ID:21664 x14"
"Bijoutier","78","Col Noir","25706","125","80","16200","4","ID:25705 x1 | ID:27093 x14 | ID:13197 x27 | ID:26460 x3 | ID:21120 x25 | ID:26458 x28 | ID:26459 x3 | ID:21664 x14"
"Bijoutier","78","Smarillionnette","21503","125","80","16200","4","ID:21120 x25 | ID:20997 x28 | ID:20999 x3 | ID:27093 x14 | ID:21083 x14 | ID:13197 x27 | ID:20984 x1 | ID:20998 x3"
"Bijoutier","78","Anneau Flaqueux","25609","125","80","5400","3","ID:26453 x1 | ID:25608 x1 | ID:26454 x1 | ID:26452 x9 | ID:27093 x5 | ID:21083 x4 | ID:13197 x6 | ID:21120 x16"
"Bijoutier","78","Gemme Raffinée","21084","140","80","450","1","ID:17490 x5 | ID:18128 x5"
"Bijoutier","78","La Smare Motte","21499","125","80","16200","4","ID:21120 x25 | ID:21482 x1 | ID:20998 x3 | ID:20997 x28 | ID:20999 x3 | ID:27093 x14 | ID:13197 x27 | ID:21664 x14"
"Bijoutier","78","Flakanneau Impérial","25659","125","80","10800","3","ID:26453 x2 | ID:26454 x2 | ID:26452 x17 | ID:21120 x15 | ID:21083 x9 | ID:13197 x10 | ID:27093 x7"
"Bijoutier","78","Anneau Nécroforgé","23058","125","80","16200","4","ID:27093 x14 | ID:13197 x19 | ID:23059 x1 | ID:16106 x3 | ID:15829 x3 | ID:15827 x28 | ID:21120 x25 | ID:21631 x14"
"Bijoutier","78","Anneau Crakmitaine","23016","125","80","16200","4","ID:16040 x1 | ID:27093 x14 | ID:13197 x19 | ID:15862 x3 | ID:15844 x3 | ID:15843 x28 | ID:21120 x25 | ID:21631 x14"
"Bijoutier","78","Anneaucœur de Glace","23035","125","80","16200","4","ID:27093 x14 | ID:16084 x1 | ID:13197 x19 | ID:15862 x3 | ID:15844 x3 | ID:15843 x28 | ID:21120 x25 | ID:21083 x14"
"Bijoutier","78","Médaille de la Maire Cantile","23036","125","80","16200","4","ID:16111 x1 | ID:27093 x14 | ID:13197 x27 | ID:16106 x3 | ID:21083 x14 | ID:15827 x28 | ID:15829 x3 | ID:21120 x25"
"Bijoutier","78","Les Gants d'Albert Paisse","23037","125","80","16200","4","ID:13197 x19 | ID:16106 x3 | ID:15829 x3 | ID:15827 x28 | ID:21120 x25 | ID:21083 x14 | ID:16109 x1 | ID:27093 x14"
"Bijoutier","78","Amulette d'os Forgelée","23038","125","80","16200","4","ID:27093 x14 | ID:13197 x27 | ID:16106 x3 | ID:21083 x14 | ID:23039 x1 | ID:15827 x28 | ID:21120 x25 | ID:15829 x3"
"Bijoutier","78","Amulette Polaire","23010","125","80","16200","4","ID:27093 x14 | ID:13197 x27 | ID:15862 x3 | ID:15844 x3 | ID:15843 x28 | ID:21120 x25 | ID:21664 x14 | ID:15965 x1"
"Bijoutier","78","Anneau d'os Forgelé","23041","125","80","16200","4","ID:23042 x1 | ID:27093 x14 | ID:13197 x19 | ID:16106 x3 | ID:15829 x3 | ID:15827 x28 | ID:21120 x25 | ID:21083 x14"
"Bijoutier","78","Sautoir à l'eau de mer","23074","125","80","16200","4","ID:27093 x14 | ID:13197 x27 | ID:16106 x3 | ID:15829 x3 | ID:15827 x28 | ID:21120 x25 | ID:21664 x14 | ID:16120 x1"
"Bijoutier","78","Mékanneau","23087","125","80","16200","4","ID:23088 x1 | ID:21120 x25 | ID:23150 x3 | ID:15835 x28 | ID:15837 x3 | ID:27093 x14 | ID:23169 x19 | ID:21083 x14"
"Bijoutier","78","Amulette de Sylargh","23100","125","80","16200","4","ID:27093 x14 | ID:23169 x27 | ID:23150 x3 | ID:15837 x3 | ID:15835 x28 | ID:21120 x25 | ID:21664 x14 | ID:16057 x1"
"Bijoutier","78","Mékanneau Suprême","23102","125","80","5400","3","ID:23150 x1 | ID:15837 x1 | ID:16064 x1 | ID:15835 x9 | ID:21083 x4 | ID:23169 x6 | ID:21120 x16 | ID:27093 x5"
"Bijoutier","78","Mékanneau Suprême","23103","125","80","16200","4","ID:23102 x1 | ID:27093 x14 | ID:21120 x25 | ID:23150 x3 | ID:15837 x3 | ID:15835 x28 | ID:23169 x19 | ID:21631 x14"
"Bijoutier","78","Amulette d'Hagën-Glass","23022","125","80","16200","4","ID:13197 x27 | ID:15844 x3 | ID:15843 x28 | ID:21120 x25 | ID:21083 x14 | ID:16034 x1 | ID:27093 x14 | ID:15862 x3"
